cornmeal,scream,0.75,0.75,0.75
thighs chicken,this> [<],0.75,0.643,0.75
austin,bathing,0.75,1.167,0.75
cheese,he's,0.75,0.667,0.75
stew,see,0.75,0.75,0.75
sage,see,0.75,0.75,0.75
nutmeg,time,0.75,0.667,0.75
vinegar,dinner,0.75,0.857,0.75
minestrone,dinnertime,0.75,1.0,0.75
minestrone,dinnertime,0.75,1.0,0.75
minestrone,dinnertime,0.75,1.0,0.75
japanese,please,0.75,0.75,0.75
flaxseed,please,0.75,0.75,0.75
limeade,please,0.75,0.857,0.75
pheasant,please,0.75,0.75,0.75
teaseed,please,0.75,0.857,0.75
pea soup,please,0.75,0.75,0.75
cowpeas,please,0.75,0.857,0.75
loquats,lots [>],0.75,1.143,0.75
seatrout,eat lots,0.75,1.0,0.75
meat seal,eat lots,0.75,0.889,0.75
shoots,lots,0.75,0.667,0.75
tongue pork,tonight (.),0.75,1.0,0.75
tongue pork,tonight,0.75,0.636,0.75
melons,lots,0.75,0.667,0.75
meatless,eat lots,0.75,1.0,0.75
tongue lamb,tonight (.),0.75,1.0,0.75
tongue lamb,tonight,0.75,0.636,0.75
tongue beef,tonight (.),0.75,1.0,0.75
tongue beef,tonight,0.75,0.636,0.75
tongue veal,tonight (.),0.75,1.0,0.75
tongue veal,tonight,0.75,0.636,0.75
cloves,lots,0.75,0.667,0.75
peanut flour,eat lots,0.75,0.667,0.75
sea lion,eat lots,0.75,1.0,0.75
oat,okay,0.75,1.333,0.75
kanpyo,okay,0.75,0.667,0.75
brie,bit,0.75,0.75,0.75
tongue pork,tonight [?],0.75,1.0,0.75
tongue lamb,tonight [?],0.75,1.0,0.75
tongue beef,tonight [?],0.75,1.0,0.75
tongue veal,tonight [?],0.75,1.0,0.75
table salt,little bit,0.75,1.0,0.75
hormel,come,0.75,0.667,0.75
brie,bit,0.75,0.75,0.75
table salt,little bit,0.75,1.0,0.75
monterey,minute,0.75,0.75,0.75
foreshank lamb,forks (.),0.75,0.643,0.75
foreshank veal,forks (.),0.75,0.643,0.75
antelope,people,0.75,0.75,0.75
popovers,people,0.75,0.75,0.75
hormel,come,0.75,0.667,0.75
yam,yeah,0.75,1.333,0.75
yam,yeah,0.75,1.333,0.75
goose egg,good (.),0.75,0.889,0.75
garden,amen,0.75,0.667,0.75
goose fat,good (.),0.75,0.889,0.75
salmon,amen,0.75,0.667,0.75
melons,amen,0.75,0.667,0.75
almond,<and,0.75,0.667,0.75
roe,rest,0.75,1.333,0.75
rye,rest,0.75,1.333,0.75
garden,amen,0.75,0.667,0.75
salmon,amen,0.75,0.667,0.75
melons,amen,0.75,0.667,0.75
ringed,mine,0.75,0.667,0.75
hominy,mine,0.75,0.667,0.75
ginger,mine,0.75,0.667,0.75
barbecue,(be)cause,0.75,1.125,0.75
chili beans,*chi: (be)cause,0.75,1.364,0.75
lobster,flower,0.75,0.857,0.75
sunflower oil,flower [?],0.75,0.769,0.75
safflower oil,flower [?],0.75,0.769,0.75
florida fish,flower [?],0.75,0.833,0.75
lobster,flower,0.75,0.857,0.75
lobster,flower,0.75,0.857,0.75
sunflower oil,flower [?],0.75,0.769,0.75
safflower oil,flower [?],0.75,0.769,0.75
florida fish,flower [?],0.75,0.833,0.75
garden,care,0.75,0.667,0.75
crab,care,0.75,1.0,0.75
barley,care,0.75,0.667,0.75
baby,boy,0.75,0.75,0.75
goose egg,good boy,0.75,0.889,0.75
baby,boy,0.75,0.75,0.75
goose fat,good boy,0.75,0.889,0.75
cooked bison,good boy,0.75,0.667,0.75
e orange juice,gonna get juice,0.75,1.071,0.75
goat,get,0.75,0.75,0.75
light ice cream,alright eat,0.75,0.733,0.75
apricot nectar,alright eat,0.75,0.786,0.75
light beverages,alright eat,0.75,0.733,0.75
edam,eat,0.75,0.75,0.75
popovers,pepper,0.75,0.75,0.75
snapper,pepper,0.75,0.857,0.75
cookie,look,0.75,0.667,0.75
lobster,flower,0.75,0.857,0.75
sunflower oil,flower [?],0.75,0.769,0.75
safflower oil,flower [?],0.75,0.769,0.75
florida fish,flower [?],0.75,0.833,0.75
taquitos,that's,0.75,0.75,0.75
tomatoes,that's,0.75,0.75,0.75
lobster,flower,0.75,0.857,0.75
spot,soup,0.75,1.0,0.75
soybean oil,soup bowl,0.75,0.818,0.75
spot,soup,0.75,1.0,0.75
sourdock,soup bowl,0.75,1.125,0.75
white egg,whole thing,0.75,1.222,0.75
white fish,whole thing,0.75,1.1,0.75
palm,play,0.75,1.0,0.75
pea,play,0.75,1.333,0.75
brook fish,breakfast,0.75,0.9,0.75
roasting,something,0.75,1.125,0.75
broad fish,breakfast,0.75,0.9,0.75
backfat pork,breakfast,0.75,0.75,0.75
bread bread stuffing,breakfast (.),0.75,0.65,0.75
stick margarine-like,stop screaming,0.75,0.7,0.75
scrambled eggs,screaming [>],0.75,0.929,0.75
dressing,screaming,0.75,1.125,0.75
roasting,screaming,0.75,1.125,0.75
stored cabbage,stop screaming [>],0.75,1.286,0.75
sour pickles,stop screaming,0.75,1.167,0.75
soft,stop,0.75,1.0,0.75
steamed rice,stop screaming,0.75,1.167,0.75
sea lion,screaming,0.75,1.125,0.75
stick margarine,stop screaming [>],0.75,1.2,0.75
salad dressing,stop screaming,0.75,1.0,0.75
ham,him>,0.75,1.333,0.75
cheese,he's,0.75,0.667,0.75
topping,eating,0.75,0.857,0.75
catjang,eating,0.75,0.857,0.75
herring,eating,0.75,0.857,0.75
meatballs,mean boy,0.75,0.889,0.75
mangos,mean boy,0.75,1.333,0.75
baby,boy,0.75,0.75,0.75
meat seal,mean boy,0.75,0.889,0.75
meat fish,mean boy,0.75,0.889,0.75
pita,part,0.75,1.0,0.75
cookie,look,0.75,0.667,0.75
tartar,part,0.75,0.667,0.75
pea,part,0.75,1.333,0.75
carrot,part,0.75,0.667,0.75
soy meal,own meat,0.75,1.0,0.75
cornmeal,own meat,0.75,1.0,0.75
mace,meat,0.75,1.0,0.75
breast,meat,0.75,0.667,0.75
oat,okay,0.75,1.333,0.75
kanpyo,okay,0.75,0.667,0.75
taquitos,mosquito,0.75,1.0,0.75
mashu roots,mosquito,0.75,0.727,0.75
ancho peppers,*chi: pepper (.),0.75,1.231,0.75
popovers,pepper,0.75,0.75,0.75
chopped peppers,*chi: pepper,0.75,0.8,0.75
snapper,pepper,0.75,0.857,0.75
meat,man,0.75,0.75,0.75
goat,get,0.75,0.75,0.75
meatballs,mean boy,0.75,0.889,0.75
mangos,mean boy,0.75,1.333,0.75
baby,boy,0.75,0.75,0.75
meat seal,mean boy,0.75,0.889,0.75
meat fish,mean boy,0.75,0.889,0.75
oat,okay,0.75,1.333,0.75
kanpyo,okay,0.75,0.667,0.75
palm,play,0.75,1.0,0.75
pea,play,0.75,1.333,0.75
palm,play,0.75,1.0,0.75
pea,play,0.75,1.333,0.75
palm,play,0.75,1.0,0.75
pea,play,0.75,1.333,0.75
cookie,look,0.75,0.667,0.75
cookie,look,0.75,0.667,0.75
brook fish,bring shoes,0.75,1.1,0.75
brown sweeteners,bring shoes,0.75,0.688,0.75
brown sugars,bring shoes,0.75,0.917,0.75
cooked mungo beans,come you're,0.75,0.611,0.75
cooked gourd,come you're,0.75,0.917,0.75
cooked emu,come you're,0.75,1.1,0.75
cooked mung beans,come you're,0.75,0.647,0.75
cooked cress,come you're,0.75,0.917,0.75
angelfood,afternoon,0.75,1.0,0.75
breast,<eat,0.75,0.667,0.75
apples with ham babyfood,applesauce> [<],0.75,0.625,0.75
apple - cherry babyfood,applesauce> [<],0.75,0.652,0.75
apple and grape babyfood,applesauce> [<],0.75,0.625,0.75
apple and prune babyfood,applesauce> [<],0.75,0.625,0.75
edam,eat,0.75,0.75,0.75
apple and plum babyfood,applesauce> [<],0.75,0.652,0.75
vinegar,dinner,0.75,0.857,0.75
roasting,eatin(g),0.75,1.0,0.75
gelatins,eatin(g),0.75,1.0,0.75
ringed,kind,0.75,0.667,0.75
minced,kind,0.75,0.667,0.75
fast foods,*fat: <nobody,0.75,1.3,0.75
cookie,look_it,0.75,1.167,0.75
stored cabbage,stop tapping,0.75,0.857,0.75
stock soup,stop tapping,0.75,1.2,0.75
tahitian,tapping,0.75,0.875,0.75
soft,stop,0.75,1.0,0.75
taquitos,that's,0.75,0.75,0.75
tomatoes,that's,0.75,0.75,0.75
turtle,bottle>,0.75,1.167,0.75
bottom round beef,bottle> [>],0.75,0.647,0.75
schiff,school>,0.75,1.167,0.75
chocolate syrup,school today,0.75,0.8,0.75
chorizo,school,0.75,0.857,0.75
chocolate yogurt,school today,0.75,0.75,0.75
chocolate doughnuts,school today,0.75,0.632,0.75
cooked chayote,school today,0.75,0.857,0.75
pea,park,0.75,1.333,0.75
stalks,walk,0.75,0.667,0.75
sour dressing,something>,0.75,0.769,0.75
yam,yeah,0.75,1.333,0.75
walrus,arms,0.75,0.667,0.75
chorizo,school,0.75,0.857,0.75
tomato products,tomorrow (.),0.75,0.8,0.75
endive,bedtime,0.75,1.167,0.75
brie,bit,0.75,0.75,0.75
bean dip,bedtime,0.75,0.875,0.75
medium,bedtime,0.75,1.167,0.75
tongue pork,tonight,0.75,0.636,0.75
tongue lamb,tonight,0.75,0.636,0.75
tongue beef,tonight,0.75,0.636,0.75
tongue veal,tonight,0.75,0.636,0.75
yam,yeah,0.75,1.333,0.75
yam,yeah,0.75,1.333,0.75
raw okra,eat okay,0.75,1.0,0.75
cherries,chair,0.75,0.625,0.75
oat,okay,0.75,1.333,0.75
kanpyo,okay,0.75,0.667,0.75
heart turkey,eat okay,0.75,0.667,0.75
edam,eat,0.75,0.75,0.75
salted fish,sandwich,0.75,0.727,0.75
salmon fish,sandwich,0.75,0.727,0.75
shad fish,sandwich,0.75,0.889,0.75
soft,stop,0.75,1.0,0.75
edam,eat,0.75,0.75,0.75
yam,yeah,0.75,1.333,0.75
goose egg,good boy,0.75,0.889,0.75
baby,boy,0.75,0.75,0.75
goose fat,good boy,0.75,0.889,0.75
cooked bison,good boy,0.75,0.667,0.75
edam,eat,0.75,0.75,0.75
edam,eat,0.75,0.75,0.75
spot,sit,0.75,0.75,0.75
salt,sit,0.75,0.75,0.75
stew,sit,0.75,0.75,0.75
soft,sit,0.75,0.75,0.75
edam,eat,0.75,0.75,0.75
edam,eat,0.75,0.75,0.75
pickled pork,pitched noises],0.75,1.25,0.75
japanese,please,0.75,0.75,0.75
flaxseed,please,0.75,0.75,0.75
herb beverages,hey please,0.75,0.714,0.75
limeade,please,0.75,0.857,0.75
pheasant,please,0.75,0.75,0.75
teaseed,please,0.75,0.857,0.75
pea soup,please,0.75,0.75,0.75
cowpeas,please,0.75,0.857,0.75
hersheys candies,hey please,0.75,0.625,0.75
salted fish,sandwich,0.75,0.727,0.75
salmon fish,sandwich,0.75,0.727,0.75
shad fish,sandwich,0.75,0.889,0.75
whey,we>,0.75,0.75,0.75
yam,yeah,0.75,1.333,0.75
corn,car,0.75,0.75,0.75
goose egg,good boy,0.75,0.889,0.75
baby,boy,0.75,0.75,0.75
goose fat,good boy,0.75,0.889,0.75
cooked bison,good boy,0.75,0.667,0.75
frozen heinz,front o(f),0.75,0.833,0.75
rabbit,wait,0.75,0.667,0.75
frozen pizza,front o(f),0.75,0.833,0.75
frozen bread,front o(f),0.75,0.833,0.75
frozen beans,front o(f),0.75,0.833,0.75
frozen nance,front o(f),0.75,0.833,0.75
edam,eat,0.75,0.75,0.75
oat,okay,0.75,1.333,0.75
kanpyo,okay,0.75,0.667,0.75
yam,yeah,0.75,1.333,0.75
boiled corn,big car,0.75,0.636,0.75
corn,car,0.75,0.75,0.75
stew,see,0.75,0.75,0.75
sage,see,0.75,0.75,0.75
yam,yeah,0.75,1.333,0.75
edam,eat,0.75,0.75,0.75
edam,eat,0.75,0.75,0.75
tea,talk,0.75,1.333,0.75
palm,play,0.75,1.0,0.75
pea,play,0.75,1.333,0.75
japanese,please,0.75,0.75,0.75
flaxseed,please,0.75,0.75,0.75
limeade,please,0.75,0.857,0.75
pheasant,please,0.75,0.75,0.75
teaseed,please,0.75,0.857,0.75
pea soup,please,0.75,0.75,0.75
cowpeas,please,0.75,0.857,0.75
edam,eat,0.75,0.75,0.75
salted fish,sandwich,0.75,0.727,0.75
salmon fish,sandwich,0.75,0.727,0.75
shad fish,sandwich,0.75,0.889,0.75
ringed,fine,0.75,0.667,0.75
minced,fine,0.75,0.667,0.75
ginger,fine,0.75,0.667,0.75
fan,fine,0.75,1.333,0.75
topping,eating,0.75,0.857,0.75
catjang,eating,0.75,0.857,0.75
herring,eating,0.75,0.857,0.75
carrot cake,car (.),0.75,0.636,0.75
carob flour,car (.),0.75,0.636,0.75
corn,car,0.75,0.75,0.75
carrot,car (.),0.75,1.167,0.75
edam,eat,0.75,0.75,0.75
spot,sit,0.75,0.75,0.75
salt,sit,0.75,0.75,0.75
young hen turkey,you're gonna,0.75,0.75,0.75
taro shoots,to] sit,0.75,0.636,0.75
stew,sit,0.75,0.75,0.75
soft,sit,0.75,0.75,0.75
salted fish,sandwich,0.75,0.727,0.75
salmon fish,sandwich,0.75,0.727,0.75
shad fish,sandwich,0.75,0.889,0.75
wakame,name,0.75,0.667,0.75
roasting,anything,0.75,1.0,0.75
austin,anything,0.75,1.333,0.75
edam,eat,0.75,0.75,0.75
oat,okay,0.75,1.333,0.75
